id,source,target,length
501,393089424,7645626381,7.394686359235676
502,393089424,393089421,75.81927861690804
503,393089424,8118248649,147.77714685506805
504,393089437,8118243891,8.989549897751033
505,393089437,8118243898,106.83149572770502
506,393089437,8118243890,27.502024727526894
507,393089446,8118243847,115.65723896288868
508,393089446,8118243898,62.9947944877109
509,393089446,8118243898,134.842329651345
510,393089446,8118243842,71.17546003215054
511,393089464,8118263135,58.287733781353325
512,393089464,8118263135,196.59439727780682
513,393089464,8118243869,92.73350009663424
514,393089468,8118263147,157.69747867373525
515,393089468,7598556907,31.750107302332335
516,393089468,8118206609,504.40688554481983
517,393089472,8118263142,56.571183577884696
518,393089472,12070856434,49.09327332430879
519,393089472,8118263146,71.90199132550264
520,393089506,12518718422,397.7185647892565
521,393089506,290209295,93.46054276639174
522,393089506,7538277772,61.15580219993586
523,393090158,4770547001,303.0725494267778
524,393090158,7518470952,603.4338849768353
525,393090158,290210100,76.52029500545098
526,394633945,5870378046,51.8903436210282
527,394633945,8281404362,363.31770124913766
528,394633945,5870378289,230.4407569647651
529,394633959,5831387571,38.4447108317779
530,394633959,8281390856,120.23910755239535
531,394633959,9901829772,180.88231497017537
532,394633971,5831387957,240.7974897419671
533,394633971,5831387911,289.1218810640941
534,394633971,5831387890,172.77581366964927
535,394634004,833954707,203.28885959926188
536,394634004,12070856192,317.75403456242077
537,394634004,4770574815,265.7618389268339
538,394634056,394634067,642.2484883858881
539,394634056,833954707,2235.3836572054993
540,394634056,12070815235,741.092599588277
541,394634067,7518458402,32.398496601960325
542,394634067,2648780768,472.33088518371557
543,394634067,394634056,642.2484883858881
544,394634069,5232486568,307.47282213577716
545,394634069,7518458402,171.51665190209886
546,394634069,2648780750,1377.3736452627704
547,394634080,12514789300,12.577744862106435
548,394634080,7510458300,57.21039311593344
549,394634080,12514789299,243.01404568422467
550,394634087,2642193421,44.18621331177872
551,394634087,12514517978,304.73694809026404
552,394634087,12070815268,245.99423655841105
553,394655865,12069221453,782.7867227738064
554,394655865,2000176459,329.0329805256322
555,394655865,11553176162,185.21984385329694
556,394662398,1468061840,14.505811881265725
557,394662398,2623843111,257.9465294514458
558,394662399,2625625958,191.34885359707917
559,394662399,2026658849,225.53646068221633
560,394770097,7523056496,43.127245874669214
561,394770097,2623843078,99.8074764420206
562,394770097,290206412,498.6464583323389
563,394770103,2638944248,88.2860621567817
564,394770103,8612171101,18.88331742533451
565,394770103,11330770228,213.6981017277663
566,394770104,290206276,109.99205647445483
567,394770104,394770105,11.041493661943223
568,394770104,2623913382,76.80149733503539
569,394770105,394770104,11.041493661943223
570,394770105,394770112,421.63455474394635
571,394770105,1956589471,196.0611604942774
572,394770112,2625240792,3.1336601481808226
573,394770112,394770105,421.6345547439464
574,394770112,2625241128,12.433364866094312
575,394770113,2625240792,24.975655222462418
576,394770113,394770117,194.45523376579524
577,394770113,2625240791,72.5943121311225
578,394770117,394770113,194.45523376579524
579,394770117,2627603736,116.9276750997418
580,394770117,2623913122,332.29670788286734
581,394800668,5831289849,79.35850926225774
582,394800668,5882469038,554.787427500169
583,394800668,290206695,40.933253879095226
584,394800674,5831289494,72.23561538879896
585,394800674,5831289813,122.94507581297702
586,394800674,5870272475,264.28926148879657
587,395074837,5831527058,64.1821798887686
588,395074837,2005926742,969.5746249983715
589,395074837,5831553256,69.56303670818835
590,395074856,395074867,492.63140857377556
591,395074856,5870272405,134.6710557314963
592,395074856,2628272411,363.6535542048629
593,395074867,395074856,492.63140857377556
594,395074867,5831646139,121.88733539197372
595,395074867,5831646155,94.03665959420901
596,395095710,395095714,168.38751080936711
597,395095710,2628272322,51.921939235498215
598,395095714,290206284,19.92836437975341
599,395095715,395095710,187.92883034792038
600,395095715,395095714,131.39872070533036
601,395115873,5870058715,756.4214842468127
602,395115873,990932156,514.9689217909141
603,395115873,5870125231,288.82001690355975
604,395115873,5870058534,257.3891431598939
605,395115894,5870057473,618.1712032112883
606,395115894,3842359025,700.8746001932124
607,395115894,395115905,712.331248803381
608,395115905,8156854235,626.5594819765898
609,395115905,395115894,712.3312488033808
610,395115905,5870058613,211.16486908502142
611,395350868,3903397763,82.01599364487338
612,395350868,7538277772,409.21680304987535
613,395350868,12070856408,549.1391433795931
614,395350868,3903397737,150.1118996930667
615,395350868,12703887824,106.19418016363814
616,395350882,8601028622,91.61958250491786
617,395350882,4770554406,76.4751527048583
618,395350882,8601008979,79.10182716154517
619,395350884,8601028622,28.2862683390299
620,395350884,11555286545,139.56769400905767
621,395350884,3903384196,324.84066687697066
622,395350897,4770554352,126.49430706725751
623,395350897,11555286545,598.0968852128183
624,395350897,4770554346,90.49620229865879
625,395350927,5234298517,5.456170988908032
626,395350927,7531392524,402.1795299093782
627,395350927,1092114407,104.65266820914587
628,395350932,395350933,57.10692909999449
629,395350932,5831665771,39.05893941787607
630,395350932,12464811179,29.233350867464388
631,395350933,395350934,32.75625802105043
632,395350933,12070856193,309.05988662079466
633,395350934,8601048189,46.04393675835386
634,395350934,12464811179,19.969006051447387
635,395350935,7538281206,80.76558510500742
636,395350935,11555298817,198.91804769914228
637,395350935,5831665771,197.4154732509722
638,395350960,395350962,79.43732639436296
639,395350960,5831666667,346.86833333644654
