u,v,key,source,target,length
5232566621,340355700,0,5232566621,340355700,66.30906251793303
5232566621,5870061060,0,5232566621,5870061060,82.74888674532644
5232566621,5870061182,0,5232566621,5870061182,1528.080754837765
5232578646,5232580334,0,5232578646,5232580334,59.80546993489589
5232578646,5232578650,0,5232578646,5232578650,98.96484531531127
5232578646,340355163,0,5232578646,340355163,56.632365121809606
5232578650,5232578655,0,5232578650,5232578655,120.60295642176752
5232578650,5232578646,0,5232578650,5232578646,98.96484531531127
5232578650,7517623848,0,5232578650,7517623848,30.624210244835155
5232578655,5871736907,0,5232578655,5871736907,54.071995812312586
5232578655,5232578657,0,5232578655,5232578657,26.547371766769466
5232578655,5232578650,0,5232578655,5232578650,120.60295642176752
5232578657,5232578655,0,5232578657,5232578655,26.547371766769466
5232580331,5871737959,0,5232580331,5871737959,269.19560680308393
5232580331,5871738704,0,5232580331,5871738704,49.326170297947726
5232580331,5232580334,0,5232580331,5232580334,111.35928738470724
5232580334,340355170,0,5232580334,340355170,16.53006372368444
5232580334,5232578646,0,5232580334,5232578646,59.80546993489589
5232580334,5232580331,0,5232580334,5232580331,111.35928738470724
5232582044,5232597535,0,5232582044,5232597535,291.3377277236254
5232582182,5232582188,0,5232582182,5232582188,214.35982042599338
5232582188,5232582182,0,5232582188,5232582182,214.35982042599335
5232582188,5300687446,0,5232582188,5300687446,164.14023325109557
5232582188,340355170,0,5232582188,340355170,145.89155772626495
5232586613,5232590436,0,5232586613,5232590436,157.51595291561523
5232586613,7528551752,0,5232586613,7528551752,79.02180690935717
5232586613,12923664244,0,5232586613,12923664244,366.46141972129055
5232588091,4770518264,0,5232588091,4770518264,44.082234357938226
5232588091,5882978132,0,5232588091,5882978132,48.76627846965391
5232588091,5232589767,0,5232588091,5232589767,103.99403792922287
5232589767,5232590436,0,5232589767,5232590436,12.970985824253475
5232589767,5232588091,0,5232589767,5232588091,103.99403792922286
5232589767,3251533869,0,5232589767,3251533869,383.33247757370856
5232590436,5232589767,0,5232590436,5232589767,12.970985824253475
5232590436,5232586613,0,5232590436,5232586613,157.51595291561523
5232590436,290207706,0,5232590436,290207706,180.23050521647275
5232591486,12923664249,0,5232591486,12923664249,544.7409331496557
5232591486,290207708,0,5232591486,290207708,59.560382858206374
5232591486,2487152113,0,5232591486,2487152113,42.047639651076324
5232597535,2019274150,0,5232597535,2019274150,8.502134040251645
5232597535,5232582044,0,5232597535,5232582044,291.3377277236254
5232597535,5232597847,0,5232597535,5232597847,49.848758807341426
5232597847,5837890808,0,5232597847,5837890808,979.3642506433201
5232597847,5114766409,0,5232597847,5114766409,62.25461521585457
5232597847,5232597535,0,5232597847,5232597535,49.848758807341426
5232600008,5232600011,0,5232600008,5232600011,95.91918996888717
5232600008,8156868267,0,5232600008,8156868267,172.59744017958894
5232600008,2625154675,0,5232600008,2625154675,89.05081190124051
5232600011,5232600008,0,5232600011,5232600008,95.91918996888717
5232600011,12070846082,0,5232600011,12070846082,93.32377586779315
5232600011,12070846074,0,5232600011,12070846074,144.6986548529343
5232605692,2648780743,0,5232605692,2648780743,5.800501094004464
5232605692,5232605704,0,5232605692,5232605704,426.7090195911465
5232605692,7739432980,0,5232605692,7739432980,49.18709672305881
5232605704,9925238418,0,5232605704,9925238418,297.8220058631865
5232605704,5232605692,0,5232605704,5232605692,426.70901959114656
5232605704,12070846126,0,5232605704,12070846126,155.83670925255794
5232608139,5232608141,0,5232608139,5232608141,141.7806157536113
5232608139,5232609561,0,5232608139,5232609561,51.81187541097958
5232608139,5232609899,0,5232608139,5232609899,177.7516901177631
5232608141,5232608139,0,5232608141,5232608139,141.7806157536113
5232609561,4720106481,0,5232609561,4720106481,46.31682475460559
5232609561,5232609564,0,5232609561,5232609564,142.38524576631556
5232609561,5232608139,0,5232609561,5232608139,51.81187541097958
5232609564,5232609561,0,5232609564,5232609561,142.38524576631556
5232609899,5232610424,0,5232609899,5232610424,66.83832831689872
5232609899,5232609902,0,5232609899,5232609902,88.28488894116768
5232609899,5232608139,0,5232609899,5232608139,177.75169011776308
5232609902,5232609899,0,5232609902,5232609899,88.28488894116768
5232610424,5232609899,0,5232610424,5232609899,66.83832831689872
5232610424,5835883202,0,5232610424,5835883202,66.24506842454444
5232610424,5232610431,0,5232610424,5232610431,251.31717697251224
5232610431,5232610424,0,5232610431,5232610424,251.31717697251221
5232611541,5275245892,0,5232611541,5275245892,40.894356846513055
5232611541,5831550737,0,5232611541,5831550737,545.1067528257083
5232611541,5232611547,0,5232611541,5232611547,239.1606741840239
5232611547,5232611541,0,5232611547,5232611541,239.1606741840239
5232617819,2005926721,0,5232617819,2005926721,35.66410507166613
5232617819,5232618125,0,5232617819,5232618125,216.19746357357238
5232617819,5831325148,0,5232617819,5831325148,133.1740219943671
5232618125,5232618127,0,5232618125,5232618127,57.9386997502087
5232618125,5232617819,0,5232618125,5232617819,216.1974635735724
5232618125,5870330089,0,5232618125,5870330089,63.30865245686359
5232618127,5232618125,0,5232618127,5232618125,57.9386997502087
5232621016,5870568343,0,5232621016,5870568343,130.15955872022636
5232621016,5882204957,0,5232621016,5882204957,377.1767982857225
5232621016,5870568339,0,5232621016,5870568339,504.31342816730046
5232622913,5232624555,0,5232622913,5232624555,132.44654706527467
5232624555,5053568528,0,5232624555,5053568528,4.385984602116831
5232624555,5870646303,0,5232624555,5870646303,84.26795130746937
5232624555,5232622913,0,5232624555,5232622913,132.44654706527467
5232625001,5232625002,0,5232625001,5232625002,103.34249163810284
5232625001,5234315854,0,5232625001,5234315854,208.43368450245163
5232625001,5053568528,0,5232625001,5053568528,139.49254040755875
5232625001,5232625547,0,5232625001,5232625547,178.14054773383566
5232625002,5232625005,0,5232625002,5232625005,147.1215705326648
5232625002,5232625001,0,5232625002,5232625001,103.34249163810284
5232625002,5870645142,0,5232625002,5870645142,948.4011962850972
5232625005,5232625006,0,5232625005,5232625006,62.730322558889064
5232625005,5232625002,0,5232625005,5232625002,147.1215705326648
5232625005,5232625061,0,5232625005,5232625061,273.8291558136159
5232625005,5232625547,0,5232625005,5232625547,140.54216993921173
5232625006,5232625005,0,5232625006,5232625005,62.730322558889064
5232625061,5232625063,0,5232625061,5232625063,131.17873283896682
5232625061,5232625005,0,5232625061,5232625005,273.82915581361596
5232625061,7526418350,0,5232625061,7526418350,213.26062163894656
5232625063,5870645142,0,5232625063,5870645142,320.79488089115085
5232625063,5232625061,0,5232625063,5232625061,131.17873283896682
5232625063,5870645402,0,5232625063,5870645402,98.47106388775077
5232625063,5870645397,0,5232625063,5870645397,126.63247762341469
5232625547,5114399998,0,5232625547,5114399998,37.56096478915758
5232625547,5232625001,0,5232625547,5232625001,178.14054773383566
5232625547,5232625005,0,5232625547,5232625005,140.54216993921173
5232627281,412483088,0,5232627281,412483088,38.80824083407593
5232627281,5870646321,0,5232627281,5870646321,15.178004232781479
5232627281,5870646360,0,5232627281,5870646360,207.5067637051313
5234141962,5234141971,0,5234141962,5234141971,231.60283713702708
5234141962,8408614795,0,5234141962,8408614795,41.83585083723067
5234141962,340358611,0,5234141962,340358611,35.571297401649524
5234141971,5234141962,0,5234141971,5234141962,231.60283713702708
5234141971,340358611,0,5234141971,340358611,160.100460575295
5234141971,5844017289,0,5234141971,5844017289,227.48567326193884
5234151754,8850903804,0,5234151754,8850903804,27.768361355198056
5234151754,3907783911,0,5234151754,3907783911,147.98862687465584
5234151754,3907783915,0,5234151754,3907783915,206.7138416541833
5234194151,3675479054,0,5234194151,3675479054,88.3453652561905
5234207119,5234219902,0,5234207119,5234219902,47.66677419816098
5234207119,4532883853,0,5234207119,4532883853,222.23632640187384
5234207119,5234227522,0,5234207119,5234227522,74.08517331815808
5234209515,11555302649,0,5234209515,11555302649,10.105211875565105
5234209515,5234209518,0,5234209515,5234209518,95.6334684866966
5234209515,7521526436,0,5234209515,7521526436,154.25765804092777
5234209518,5234209515,0,5234209518,5234209515,95.6334684866966
5234209708,3330085320,0,5234209708,3330085320,17.19631695126376
5234209708,5234209717,0,5234209708,5234209717,536.7209242893673
5234209708,4770554345,0,5234209708,4770554345,45.87625272471888
5234209717,5234209708,0,5234209717,5234209708,536.7209242893673
5234209717,290209516,0,5234209717,290209516,76.15873923409671
5234209717,290209518,0,5234209717,290209518,139.37398997330737
5234210940,5234210943,0,5234210940,5234210943,155.70148580450254
5234210940,5234257013,0,5234210940,5234257013,24.185986670277327
5234210940,5234210997,0,5234210940,5234210997,179.94763345537578
5234210943,12070829034,0,5234210943,12070829034,102.80370419627957
5234210943,5234210940,0,5234210943,5234210940,155.70148580450254
5234210943,12070829032,0,5234210943,12070829032,296.57165657441317
5234210951,7517579783,0,5234210951,7517579783,425.12291151509567
5234210951,12070829034,0,5234210951,12070829034,314.8336847227064
5234210951,5864887169,0,5234210951,5864887169,123.4020488060354
5234210951,11555297811,0,5234210951,11555297811,345.0402097364717
5234210997,5234211001,0,5234210997,5234211001,166.71503709670975
5234210997,5234210940,0,5234210997,5234210940,179.9476334553758
5234210997,4770605436,0,5234210997,4770605436,395.78953394284935
5234211001,5234210997,0,5234211001,5234210997,166.71503709670975
5234213758,5234213759,0,5234213758,5234213759,23.342978102511527
5234213759,5234213758,0,5234213759,5234213758,23.342978102511527
5234213759,7540248045,0,5234213759,7540248045,12.265341669268906
5234213759,5837831829,0,5234213759,5837831829,441.7318306949764
5234219902,5234227014,0,5234219902,5234227014,133.60796620258725
5234219902,5234207119,0,5234219902,5234207119,47.66677419816098
5234219902,5234219905,0,5234219902,5234219905,124.99643085062732
5234219905,5234219902,0,5234219905,5234219902,124.99643085062732
5234227014,5234230286,0,5234227014,5234230286,114.02531283365684
5234227014,5234219902,0,5234227014,5234219902,133.60796620258728
5234227014,5234227019,0,5234227014,5234227019,239.05579463153714
5234227019,5234227014,0,5234227019,5234227014,239.05579463153714
5234227522,5234207119,0,5234227522,5234207119,74.08517331815808
5234230286,2019274433,0,5234230286,2019274433,38.6708042808454
5234230286,5234227014,0,5234230286,5234227014,114.02531283365684
5234230286,5234230297,0,5234230286,5234230297,464.7672248695527
5234230297,5234230286,0,5234230297,5234230286,464.76722486955265
5234230297,5837713390,0,5234230297,5837713390,55.17961412014694
5234230297,5837713400,0,5234230297,5837713400,305.00272521371846
5234249269,5114452304,0,5234249269,5114452304,58.202769819935185
5234250188,7511817160,0,5234250188,7511817160,43.429846795991075
5234250188,2640264737,0,5234250188,2640264737,150.74664198077767
5234250188,5234250191,0,5234250188,5234250191,89.07429523834733
5234250191,5234250188,0,5234250191,5234250188,89.07429523834735
5234254618,5234254625,0,5234254618,5234254625,214.02920414642503
5234254618,5234334935,0,5234254618,5234334935,50.72144782893438
5234254618,5114752725,0,5234254618,5114752725,143.5088106211494
5234254625,5234254618,0,5234254625,5234254618,214.02920414642506
5234254625,5234254628,0,5234254625,5234254628,110.33118648089705
5234254625,5837714332,0,5234254625,5837714332,393.7818645344021
5234254628,5234254625,0,5234254628,5234254625,110.33118648089706
5234257013,5234257015,0,5234257013,5234257015,38.68663804082434
5234257013,3330085320,0,5234257013,3330085320,69.02089836696207
5234257013,5234210940,0,5234257013,5234210940,24.185986670277323
5234257015,5234257013,0,5234257015,5234257013,38.68663804082434
5234264054,5234264056,0,5234264054,5234264056,115.6800067139386
5234264054,2638420941,0,5234264054,2638420941,151.84641264655403
5234264054,5870058023,0,5234264054,5870058023,137.28826593642856
5234264056,5234264054,0,5234264056,5234264054,115.6800067139386
5234271417,5234271844,0,5234271417,5234271844,66.74102344080099
5234271844,5234271847,0,5234271844,5234271847,61.32164292627051
5234271844,2640264737,0,5234271844,2640264737,72.40833221726612
5234271844,5234271417,0,5234271844,5234271417,66.74102344080099
5234271847,5234271844,0,5234271847,5234271844,61.32164292627051
5234273053,3907783818,0,5234273053,3907783818,6.989112744788128
5234273053,5234273055,0,5234273053,5234273055,35.96321879788758
5234273053,5234273509,0,5234273053,5234273509,43.142133769628984
5234273055,5234273053,0,5234273055,5234273053,35.96321879788758
5234273509,5234275554,0,5234273509,5234275554,41.24787855506958
5234273509,5234273511,0,5234273509,5234273511,27.199798693797
5234273509,5234273053,0,5234273509,5234273053,43.142133769628984
5234273511,5234273509,0,5234273511,5234273509,27.199798693797
5234275554,5234273509,0,5234275554,5234273509,41.24787855506958
5234275554,5234275556,0,5234275554,5234275556,36.27304645257718
5234275554,5234276062,0,5234275554,5234276062,23.575324873312155
5234275556,5234275554,0,5234275556,5234275554,36.27304645257718
5234276062,5234276069,0,5234276062,5234276069,177.80933829388312
5234276062,5234275554,0,5234276062,5234275554,23.575324873312155
5234276062,5839779940,0,5234276062,5839779940,344.99578359083023
5234276069,5234276062,0,5234276069,5234276062,177.80933829388312
5234277241,5234277244,0,5234277241,5234277244,73.85369076392162
5234277241,11553391869,0,5234277241,11553391869,89.10469224840121
5234277241,5234291477,0,5234277241,5234291477,44.58990510934254
5234277244,5234277241,0,5234277244,5234277241,73.85369076392162
5234291477,5839779796,0,5234291477,5839779796,242.08984579288557
5234291477,5234277241,0,5234291477,5234277241,44.58990510934254
5234291477,5234292152,0,5234291477,5234292152,115.2139304886918
5234291483,3029306334,0,5234291483,3029306334,68.95021249620862
5234292092,290210455,0,5234292092,290210455,53.45337300673236
5234292135,3907783911,0,5234292135,3907783911,255.8906902326554
5234292152,290210460,0,5234292152,290210460,38.01290451230069
5234292152,11553348017,0,5234292152,11553348017,113.70037303260592
5234292152,5234291477,0,5234292152,5234291477,115.2139304886918
5234292156,11553348017,0,5234292156,11553348017,33.10751342542768
5234293012,7869297391,0,5234293012,7869297391,31.402683834846894
5234293012,4215140966,0,5234293012,4215140966,201.86786110933107
5234293012,12070867698,0,5234293012,12070867698,180.54485248825014
5234294116,4215170628,0,5234294116,4215170628,367.5548638472139
5234294116,4215140971,0,5234294116,4215140971,804.8616702507469
5234294116,12070892214,0,5234294116,12070892214,414.9148003310152
5234294371,5234294372,0,5234294371,5234294372,41.77069900008871
5234294371,4215140966,0,5234294371,4215140966,77.47325931524674
5234294371,3129716946,0,5234294371,3129716946,261.45134163142717
5234294372,5234294371,0,5234294372,5234294371,41.77069900008871
5234294372,5234294374,0,5234294372,5234294374,62.16735737999042
5234294372,5234294684,0,5234294372,5234294684,30.830704149274624
5234294374,5234294372,0,5234294374,5234294372,62.16735737999042
5234294684,5234294372,0,5234294684,5234294372,30.830704149274624
5234297531,7989139126,0,5234297531,7989139126,840.2227762507399
5234297531,7989195503,0,5234297531,7989195503,66.38119355732682
5234297531,5234297536,0,5234297531,5234297536,110.37515511822079
5234297536,5234297550,0,5234297536,5234297550,409.90893750477045
5234297536,5234297531,0,5234297536,5234297531,110.37515511822079
5234297536,12070892267,0,5234297536,12070892267,134.39419180228276
5234297550,7589716182,0,5234297550,7589716182,448.704177650236
5234297550,5234297536,0,5234297550,5234297536,409.9089375047705
5234297550,7589738804,0,5234297550,7589738804,111.57827047138404
5234297568,5234297568,0,5234297568,5234297568,2321.4902325481285
5234297568,5234297568,1,5234297568,5234297568,2321.490232548128
5234297568,7589716182,0,5234297568,7589716182,32.63804795528213
5234298517,395350927,0,5234298517,395350927,5.456170988908032
5234298517,6720526679,0,5234298517,6720526679,213.43532006078087
5234298517,290209352,0,5234298517,290209352,45.73007339863854
5234298739,395350996,0,5234298739,395350996,74.20365695432709
5234298739,395350989,0,5234298739,395350989,108.27104501460396
5234298739,5234298742,0,5234298739,5234298742,92.71776677848791
5234298742,5234298739,0,5234298742,5234298739,92.71776677848793
5234298759,5234299322,0,5234298759,5234299322,36.63839283019702
5234298759,6720526679,0,5234298759,6720526679,126.52423081720393
5234298759,1092114407,0,5234298759,1092114407,36.76534661190331
5234299231,6720526670,0,5234299231,6720526670,11.191682752795067
5234299231,5234299233,0,5234299231,5234299233,74.64517098277338
5234299231,8118039808,0,5234299231,8118039808,124.37852416211966
5234299233,7531533895,0,5234299233,7531533895,0.6410175822092004
5234299233,5234299231,0,5234299233,5234299231,74.64517098277338
5234299233,8118039808,0,5234299233,8118039808,228.07877432736467
5234299235,7531533895,0,5234299235,7531533895,65.56998587035231
5234299235,395350978,0,5234299235,395350978,252.57894104752384
5234299235,8118039797,0,5234299235,8118039797,99.97167890780884
5234299322,7531512975,0,5234299322,7531512975,31.621420476809874
5234299322,5234298759,0,5234299322,5234298759,36.63839283019702
5234299322,6720526670,0,5234299322,6720526670,63.015825727434745
5234299324,7531512975,0,5234299324,7531512975,47.27525544026589
5234299762,7518088000,0,5234299762,7518088000,102.19100649447294
5234299762,395350986,0,5234299762,395350986,98.86966217325339
5234299762,7518087998,0,5234299762,7518087998,40.88897181046183
5234299762,6720526673,0,5234299762,6720526673,206.20006293480878
5234303677,5882978468,0,5234303677,5882978468,108.35471908343408
5234303677,5234303686,0,5234303677,5234303686,215.27603846303208
5234303677,5882978795,0,5234303677,5882978795,60.48193611303449
5234303686,5234303703,0,5234303686,5234303703,521.2436398032045
5234303686,5234303677,0,5234303686,5234303677,215.27603846303208
5234303686,5882978140,0,5234303686,5882978140,159.282339503093
5234303703,7528640651,0,5234303703,7528640651,7.76740449814211
5234303703,5882977478,0,5234303703,5882977478,98.74330425391194
5234303703,5234303686,0,5234303703,5234303686,521.2436398032046
5234303752,5234304562,0,5234303752,5234304562,8.729714433296007
5234303752,5234303763,0,5234303752,5234303763,215.82044968653878
5234303752,5234303775,0,5234303752,5234303775,93.38005841724976
5234303763,5882978579,0,5234303763,5882978579,145.4834091454939
5234303763,5234303752,0,5234303763,5234303752,215.82044968653878
5234303763,5882978795,0,5234303763,5882978795,84.73812623097746
5234303775,5882978579,0,5234303775,5882978579,129.90760383092723
5234303775,340355817,0,5234303775,340355817,88.54818431161823
5234303775,5234303752,0,5234303775,5234303752,93.38005841724974
5234304562,5234303752,0,5234304562,5234303752,8.729714433296007
5234304562,5234304567,0,5234304562,5234304567,140.751197167872
5234304562,340355823,0,5234304562,340355823,53.9483498849918
5234304567,5234304562,0,5234304567,5234304562,140.751197167872
5234305873,340355823,0,5234305873,340355823,124.02380337623566
5234309293,5234320702,0,5234309293,5234320702,54.451970732867764
5234309293,5234319534,0,5234309293,5234319534,323.8529348561452
5234309293,5234316734,0,5234309293,5234316734,80.80639831235013
5234312317,1936245928,0,5234312317,1936245928,157.9549477757482
5234312317,5870061891,0,5234312317,5870061891,138.22394871435642
5234312317,5234312320,0,5234312317,5234312320,81.16348053998823
5234312320,5234312317,0,5234312320,5234312317,81.16348053998823
5234314208,9576906797,0,5234314208,9576906797,80.40343940290094
5234314208,910346263,0,5234314208,910346263,41.22191154312468
5234314208,12498237489,0,5234314208,12498237489,60.24912723481856
5234314344,5234314348,0,5234314344,5234314348,137.4828318633751
5234314344,910346056,0,5234314344,910346056,157.95267615049946
5234314344,1936245928,0,5234314344,1936245928,163.22489716040712
5234314348,9576918764,0,5234314348,9576918764,130.12852207856596
5234314348,9576906797,0,5234314348,9576906797,82.97494218742872
5234314348,5234314344,0,5234314348,5234314344,137.48283186337508
5234315854,5234315856,0,5234315854,5234315856,44.117333543897395
5234315854,7473465152,0,5234315854,7473465152,23.620238617892344
5234315854,5232625001,0,5234315854,5232625001,208.43368450245163
5234315856,5234315860,0,5234315856,5234315860,91.31737918462795
5234315856,5234315854,0,5234315856,5234315854,44.117333543897395
5234315856,7473465152,0,5234315856,7473465152,73.26549102924099
5234315860,5234315856,0,5234315860,5234315856,91.31737918462795
5234316734,5870645644,0,5234316734,5870645644,592.4362946519207
5234316734,5234320042,0,5234316734,5234320042,26.3425362299107
5234316734,5234309293,0,5234316734,5234309293,80.80639831235013
5234316752,5234316755,0,5234316752,5234316755,107.64717271380421
5234316752,7540377117,0,5234316752,7540377117,593.5460284694977
5234316752,5870645644,0,5234316752,5870645644,165.70785221748739
5234316752,7511719468,0,5234316752,7511719468,363.856032754718
5234316755,5234316752,0,5234316755,5234316752,107.6471727138042
5234319534,5234309293,0,5234319534,5234309293,323.8529348561453
5234320042,5234320048,0,5234320042,5234320048,177.04159152259243
5234320042,7540377131,0,5234320042,7540377131,152.96790809407128
5234320042,5234316734,0,5234320042,5234316734,26.3425362299107
5234320048,5234320042,0,5234320048,5234320042,177.04159152259243
5234320702,5234309293,0,5234320702,5234309293,54.451970732867764
5234320702,7473465152,0,5234320702,7473465152,52.51380510426964
5234320702,5234320708,0,5234320702,5234320708,156.4769300397484
5234320708,5234320702,0,5234320708,5234320702,156.4769300397484
5234321425,833954736,0,5234321425,833954736,111.2354952465956
5234321425,5234328238,0,5234321425,5234328238,165.05681589899703
5234321425,5234321429,0,5234321425,5234321429,159.25640145231625
5234321429,5234321425,0,5234321429,5234321425,159.25640145231625
5234324445,5234328426,0,5234324445,5234328426,23.769179233500036
5234324445,6720526624,0,5234324445,6720526624,124.49307643337467
5234324445,3903384224,0,5234324445,3903384224,147.36739545940185
5234324555,3903384232,0,5234324555,3903384232,172.20999746778097
5234327615,5234327617,0,5234327615,5234327617,41.30138071489928
5234327615,2608179767,0,5234327615,2608179767,222.26024065115095
5234327615,5234328426,0,5234327615,5234328426,159.80432278727915
5234327617,5234327615,0,5234327617,5234327615,41.30138071489928
5234328238,5234321425,0,5234328238,5234321425,165.05681589899703
5234328238,833954729,0,5234328238,833954729,86.76964757322784
5234328238,5234328241,0,5234328238,5234328241,118.68251020497938
5234328241,5234328238,0,5234328241,5234328238,118.68251020497937
5234328426,5234324445,0,5234328426,5234324445,23.769179233500036
5234328426,5234327615,0,5234328426,5234327615,159.80432278727915
5234328426,12093799712,0,5234328426,12093799712,195.36293667311787
5234330286,5234330287,0,5234330286,5234330287,33.902396887556236
5234330286,833954729,0,5234330286,833954729,29.110334106485578
5234330286,3903374814,0,5234330286,3903374814,130.04712210940951
5234330287,5234330286,0,5234330287,5234330286,33.902396887556236
5234330287,5234330524,0,5234330287,5234330524,31.070951005341662
5234330287,5234330290,0,5234330287,5234330290,80.13065373439322
5234330290,5234330287,0,5234330290,5234330287,80.13065373439322
5234330524,5234330287,0,5234330524,5234330287,31.070951005341662
5234330524,12070846287,0,5234330524,12070846287,36.78454667778101
5234330524,12070846287,1,5234330524,12070846287,111.09640386788047
5234330527,12070846287,0,5234330527,12070846287,53.901778574081746
5234331194,12070846432,0,5234331194,12070846432,94.97446667553092
5234331200,833954736,0,5234331200,833954736,30.80593095213799
5234331200,7520910984,0,5234331200,7520910984,201.29686072714952
5234331200,5234331203,0,5234331200,5234331203,171.00232287335257
5234331203,5234331205,0,5234331203,5234331205,90.28462161694316
5234331203,5234331200,0,5234331203,5234331200,171.00232287335257
5234331203,8283751318,0,5234331203,8283751318,192.13007717337425
5234331205,5234331203,0,5234331205,5234331203,90.28462161694316
5234334787,990944891,0,5234334787,990944891,8.624054210105598
5234334787,5234337433,0,5234334787,5234337433,88.90643466905607
5234334787,5234337771,0,5234334787,5234337771,150.98747853079664
5234334935,7540248043,0,5234334935,7540248043,54.213213695950856
5234334935,5234254618,0,5234334935,5234254618,50.72144782893438
5234334935,5234334937,0,5234334935,5234334937,47.381777105150064
5234334937,5234334935,0,5234334937,5234334935,47.381777105150064
5234335920,5234337131,0,5234335920,5234337131,42.94325690149984
5234335920,5234337771,0,5234335920,5234337771,54.40866759342505
5234335920,5837290945,0,5234335920,5837290945,159.43762205189333
5234337131,5234335920,0,5234337131,5234335920,42.94325690149984
5234337433,5234334787,0,5234337433,5234334787,88.90643466905607
5234337443,5234338951,0,5234337443,5234338951,214.24770535017862
5234337771,5234335920,0,5234337771,5234335920,54.40866759342505
5234337771,5837291384,0,5234337771,5837291384,284.91304209836187
5234337771,5234334787,0,5234337771,5234334787,150.98747853079664
5234338619,5234340324,0,5234338619,5234340324,115.20936943315469
5234338619,910346362,0,5234338619,910346362,91.76849940287052
5234338619,5870062929,0,5234338619,5870062929,71.62352441102333
5234338951,5234337443,0,5234338951,5234337443,214.24770535017865
5234338951,5837291357,0,5234338951,5837291357,80.90377908507858
5234338951,5837302117,0,5234338951,5837302117,120.72653168315998
5234340324,5234338619,0,5234340324,5234338619,115.20936943315468
5234340518,5234340585,0,5234340518,5234340585,45.4769804834621
5234340518,5234341324,0,5234340518,5234341324,33.05452761347397
5234340518,5831562190,0,5234340518,5831562190,673.948430538143
5234340585,2640226758,0,5234340585,2640226758,9.705603591494722
5234340585,5234340518,0,5234340585,5234340518,45.4769804834621
5234340585,5864884969,0,5234340585,5864884969,64.01024501723829
5234340595,5234340604,0,5234340595,5234340604,201.67290852735346
5234340595,5864884969,0,5234340595,5864884969,178.37505894121284
5234340595,12351188405,0,5234340595,12351188405,211.7074287194809
5234340604,12067421528,0,5234340604,12067421528,286.27104274855645
5234340604,5234340595,0,5234340604,5234340595,201.67290852735346
5234340604,5882205218,0,5234340604,5882205218,432.473875179485
5234340618,5234340619,0,5234340618,5234340619,20.89735386106111
5234340618,12067421528,0,5234340618,12067421528,60.914259276733475
5234340618,5234344560,0,5234340618,5234344560,1364.3189467254188
5234340619,5234340618,0,5234340619,5234340618,20.89735386106111
5234340619,5234344549,0,5234340619,5234344549,764.674609025509
5234340619,5864841882,0,5234340619,5864841882,444.7670797147717
5234341223,5234341324,0,5234341223,5234341324,66.40400127937022
5234341324,5234341325,0,5234341324,5234341325,27.907138891175293
5234341324,5234341223,0,5234341324,5234341223,66.40400127937022
5234341324,5234340518,0,5234341324,5234340518,33.05452761347397
5234341325,5234341324,0,5234341325,5234341324,27.907138891175293
5234344549,5234344560,0,5234344549,5234344560,271.8461275900044
5234344549,5234340619,0,5234344549,5234340619,764.6746090255089
5234344549,5864841866,0,5234344549,5864841866,766.8307092109053
5234344560,5234344569,0,5234344560,5234344569,244.001214587686
5234344560,5234344549,0,5234344560,5234344549,271.8461275900044
5234344560,5234340618,0,5234344560,5234340618,1364.3189467254185
5234344569,5870330499,0,5234344569,5870330499,235.54246085393873
5234344569,5234344560,0,5234344569,5234344560,244.00121458768598
5234344569,5831557213,0,5234344569,5831557213,643.6455441508473
5234345193,5831562229,0,5234345193,5831562229,7.8037994055077045
5234345193,5234345202,0,5234345193,5234345202,208.8712360577285
5234345193,5871459133,0,5234345193,5871459133,464.8639325458944
5234345202,5234345207,0,5234345202,5234345207,81.00924510133518
5234345202,5234345193,0,5234345202,5234345193,208.87123605772857
5234345202,5871461093,0,5234345202,5871461093,106.10517312296534
5234345207,5234345211,0,5234345207,5234345211,84.80251725838208
5234345207,5234345202,0,5234345207,5234345202,81.00924510133518
5234345207,5234345676,0,5234345207,5234345676,104.18641699197792
5234345211,5234345207,0,5234345211,5234345207,84.80251725838208
5234345676,5234345207,0,5234345676,5234345207,104.18641699197792
5234350634,5870000091,0,5234350634,5870000091,85.21253636468373
5234350634,5870000224,0,5234350634,5870000224,197.66755225872433
5234350634,5869998101,0,5234350634,5869998101,78.07699474254585
5234350638,2644127631,0,5234350638,2644127631,902.4755142567768
5234350638,2642741386,0,5234350638,2642741386,293.080282187943
5234350638,5870000149,0,5234350638,5870000149,272.8927434286619
5234350662,5870000162,0,5234350662,5870000162,89.84471626141205
5234350662,5869999920,0,5234350662,5869999920,18.606527160861226
5234350662,5234350664,0,5234350662,5234350664,191.13110746464795
5234350664,5869999636,0,5234350664,5869999636,621.8009668860192
5234350664,5234350662,0,5234350664,5234350662,191.13110746464795
5234350664,2641559286,0,5234350664,2641559286,81.54891007934604
5234352190,5234353955,0,5234352190,5234353955,453.32995732251095
5234352190,5869999139,0,5234352190,5869999139,204.02437819775378
5234352190,1712266551,0,5234352190,1712266551,188.735508025198
5234352207,5869998834,0,5234352207,5869998834,340.48830481800434
5234352207,7446722678,0,5234352207,7446722678,90.37982893437837
5234352207,5869999614,0,5234352207,5869999614,301.1876818600493
5234352210,5870000217,0,5234352210,5870000217,176.45388808745935
5234352210,5869995582,0,5234352210,5869995582,76.97690203022135
5234352210,7446722678,0,5234352210,7446722678,109.96079450495071
